,batch,ctype_ubcupdate,genotype_crct_x,genotype_crct_y,timepoint
224,65731,Astrocyte,3.0446549391069015,SCA1,18wk
225,65731,Bergmann glia,3.0758821692515874,SCA1,18wk
226,65731,Deep cerebellar nuclei,0.3903403768085771,SCA1,18wk
227,65731,Endothelial cell,1.2386801290725513,SCA1,18wk
228,65731,GABAergic interneuron 1,5.319038201311543,SCA1,18wk
229,65731,GABAergic interneuron 2,1.4260435099406683,SCA1,18wk
230,65731,GABAergic interneuron 3,0.39554491516602475,SCA1,18wk
231,65731,Granule cell,79.86884563339231,SCA1,18wk
232,65731,Microglia,0.374726761736234,SCA1,18wk
233,65731,Oligodendrocyte,3.2268137816175706,SCA1,18wk
234,65731,Oligodendrocyte progenitor cell,0.23420422608514624,SCA1,18wk
235,65731,Pericyte,0.3903403768085771,SCA1,18wk
236,65731,Purkinje cell,0.7702716769022588,SCA1,18wk
237,65731,Unipolar brush cell,0.24461330280004162,SCA1,18wk
238,65732,Astrocyte,3.3742478941034895,SCA1,18wk
239,65732,Bergmann glia,3.2635379061371843,SCA1,18wk
240,65732,Deep cerebellar nuclei,0.32731648616125153,SCA1,18wk
241,65732,Endothelial cell,1.193742478941035,SCA1,18wk
242,65732,GABAergic interneuron 1,5.102286401925391,SCA1,18wk
243,65732,GABAergic interneuron 2,1.4151624548736463,SCA1,18wk
244,65732,GABAergic interneuron 3,0.27918170878459686,SCA1,18wk
245,65732,Granule cell,79.60529482551144,SCA1,18wk
246,65732,Microglia,0.4043321299638989,SCA1,18wk
247,65732,Oligodendrocyte,3.220216606498195,SCA1,18wk
248,65732,Oligodendrocyte progenitor cell,0.34657039711191334,SCA1,18wk
249,65732,Pericyte,0.5054151624548736,SCA1,18wk
250,65732,Purkinje cell,0.6979542719614922,SCA1,18wk
251,65732,Unipolar brush cell,0.2647412755716005,SCA1,18wk
252,1974,Astrocyte,1.7546736634962286,WT,24wk
253,1974,Bergmann glia,1.8940636274188258,WT,24wk
254,1974,Deep cerebellar nuclei,0.7461462774680223,WT,24wk
255,1974,Endothelial cell,0.5821580846179075,WT,24wk
256,1974,GABAergic interneuron 1,3.0993768448671695,WT,24wk
257,1974,GABAergic interneuron 2,0.8937356510331257,WT,24wk
258,1974,GABAergic interneuron 3,0.22138406034765498,WT,24wk
259,1974,Granule cell,86.80714988520826,WT,24wk
260,1974,Microglia,0.29517874713020664,WT,24wk
261,1974,Oligodendrocyte,2.4106264348966877,WT,24wk
262,1974,Oligodendrocyte progenitor cell,0.29517874713020664,WT,24wk
263,1974,Pericyte,0.2705805182026894,WT,24wk
264,1974,Purkinje cell,0.5739586749754018,WT,24wk
265,1974,Unipolar brush cell,0.15578878320760906,WT,24wk
266,2020,Astrocyte,1.8144704014515765,WT,24wk
267,2020,Bergmann glia,2.3021093218416873,WT,24wk
268,2020,Deep cerebellar nuclei,0.4309367203447494,WT,24wk
269,2020,Endothelial cell,0.38557496030845995,WT,24wk
270,2020,GABAergic interneuron 1,3.1526423225221136,WT,24wk
271,2020,GABAergic interneuron 2,0.8505330006804264,WT,24wk
272,2020,GABAergic interneuron 3,0.14742572011794056,WT,24wk
273,2020,Granule cell,87.1172601496938,WT,24wk
274,2020,Microglia,0.3515536402812429,WT,24wk
275,2020,Oligodendrocyte,2.324790201859832,WT,24wk
276,2020,Oligodendrocyte progenitor cell,0.30619188024495353,WT,24wk
277,2020,Pericyte,0.22680880018144706,WT,24wk
278,2020,Purkinje cell,0.34021320027217056,WT,24wk
279,2020,Unipolar brush cell,0.24948968019959175,WT,24wk
280,20202,Astrocyte,1.8775591730750025,WT,24wk
281,20202,Bergmann glia,2.2171177469289924,WT,24wk
282,20202,Deep cerebellar nuclei,0.4094676920003995,WT,24wk
283,20202,Endothelial cell,0.5392989114151603,WT,24wk
284,20202,GABAergic interneuron 1,3.3556376710276643,WT,24wk
285,20202,GABAergic interneuron 2,0.9687406371716768,WT,24wk
286,20202,GABAergic interneuron 3,0.20972735443922902,WT,24wk
287,20202,Granule cell,86.49755318086487,WT,24wk
288,20202,Microglia,0.2896234894636972,WT,24wk
289,20202,Oligodendrocyte,2.5367022870268654,WT,24wk
290,20202,Oligodendrocyte progenitor cell,0.22970138819534605,WT,24wk
291,20202,Pericyte,0.24967542195146308,WT,24wk
292,20202,Purkinje cell,0.4494157595126336,WT,24wk
293,20202,Unipolar brush cell,0.1697792869269949,WT,24wk
294,1589,Astrocyte,2.3166023166023164,SCA1,24wk
295,1589,Bergmann glia,2.799227799227799,SCA1,24wk
296,1589,Deep cerebellar nuclei,0.41827541827541825,SCA1,24wk
297,1589,Endothelial cell,0.6756756756756757,SCA1,24wk
298,1589,GABAergic interneuron 1,3.7483912483912483,SCA1,24wk
299,1589,GABAergic interneuron 2,1.0617760617760617,SCA1,24wk
300,1589,GABAergic interneuron 3,0.2574002574002574,SCA1,24wk
301,1589,Granule cell,83.67117117117117,SCA1,24wk
302,1589,Microglia,0.3056628056628056,SCA1,24wk
303,1589,Oligodendrocyte,2.8957528957528957,SCA1,24wk
304,1589,Oligodendrocyte progenitor cell,0.32175032175032175,SCA1,24wk
305,1589,Pericyte,0.45045045045045046,SCA1,24wk
306,1589,Purkinje cell,0.8204633204633204,SCA1,24wk
307,1589,Unipolar brush cell,0.2574002574002574,SCA1,24wk
308,2021,Astrocyte,2.4074739489759254,SCA1,24wk
309,2021,Bergmann glia,2.1918792669780816,SCA1,24wk
310,2021,Deep cerebellar nuclei,1.2336806803209965,SCA1,24wk
311,2021,Endothelial cell,0.6108515989938915,SCA1,24wk
312,2021,GABAergic interneuron 1,3.3896275002994374,SCA1,24wk
313,2021,GABAergic interneuron 2,1.0779734099892202,SCA1,24wk
314,2021,GABAergic interneuron 3,0.1676847526649898,SCA1,24wk
315,2021,Granule cell,84.90837226015093,SCA1,24wk
316,2021,Microglia,0.34734698766319316,SCA1,24wk
317,2021,Oligodendrocyte,2.49131632530842,SCA1,24wk
318,2021,Oligodendrocyte progenitor cell,0.2635046113306983,SCA1,24wk
319,2021,Pericyte,0.3114145406635525,SCA1,24wk
320,2021,Purkinje cell,0.41921188166247453,SCA1,24wk
321,2021,Unipolar brush cell,0.17966223499820336,SCA1,24wk
322,20212,Astrocyte,1.8878884693581182,SCA1,24wk
323,20212,Bergmann glia,2.1928550682544294,SCA1,24wk
324,20212,Deep cerebellar nuclei,1.103688643624746,SCA1,24wk
325,20212,Endothelial cell,0.6680220737728725,SCA1,24wk
326,20212,GABAergic interneuron 1,2.483299448155678,SCA1,24wk
327,20212,GABAergic interneuron 2,0.813244263723497,SCA1,24wk
328,20212,GABAergic interneuron 3,0.17426662794074935,SCA1,24wk
329,20212,Granule cell,86.55242521057217,SCA1,24wk
330,20212,Microglia,0.43566656985187335,SCA1,24wk
331,20212,Oligodendrocyte,2.541388324135928,SCA1,24wk
332,20212,Oligodendrocyte progenitor cell,0.3194888178913738,SCA1,24wk
333,20212,Pericyte,0.24687772291606158,SCA1,24wk
334,20212,Purkinje cell,0.4066221318617485,SCA1,24wk
335,20212,Unipolar brush cell,0.17426662794074935,SCA1,24wk
336,5812,Astrocyte,2.3331777881474567,WT,30wk
337,5812,Bergmann glia,2.718152123191787,WT,30wk
338,5812,Deep cerebellar nuclei,0.244983667755483,WT,30wk
339,5812,Endothelial cell,0.863275781614559,WT,30wk
340,5812,GABAergic interneuron 1,3.628091460569295,WT,30wk
341,5812,GABAergic interneuron 2,1.3999066728884741,WT,30wk
